"categoria","data","lancamento","valor","dt_competencia"
Assinatura,2023-07-19,DL*GOOGLE YOUTUB,20.9,2025-03-06
Restaurante,2023-07-19,IFOOD  *IFD*SUSHI POR,65.59,2025-03-06
Opcionais,2023-07-20,EC          *EDUARDO,44.19,2025-03-06
Internet,2023-07-20,CONTA VIVO,269.6,2025-03-06
Pet,2023-07-01,MERCADOLIVRE*MILADECOR,36.54,2025-03-06
Alimentação,2023-07-21,MARKET4U*COMPRA*151679,4.88,2025-03-06
Outros,2023-07-21,SYMPLATTRS  *SYMPLA,70.0,2025-03-06
Alimentação,2023-07-21,PAG*MERCADOOBAOBA,17.17,2025-03-06
Restaurante,2023-07-21,IFOOD  *IFD*MCDONALDS,76.2,2025-03-06
Estacionamento,2023-07-22,PG *TON KA PARK ESTA,25.0,2025-03-06
Alimentação,2023-07-22,MARKET4U*COMPRA*151909,18.14,2025-03-06
Restaurante,2023-07-22,MARIO AZEVEDO GASTRONO,31.0,2025-03-06
Restaurante,2023-07-22,NARA OBENTO,166.1,2025-03-06
Combustível,2023-07-22,CENTRO A A M LTDA,121.8,2025-03-06
Estacionamento,2023-07-22,AL ESTACIONAMENTO,10.0,2025-03-06
Produtos Saúde,2023-03-23,DRA CLAUDIA PRECIOSO,341.6,2025-03-06
Vestimenta,2023-04-23,CHICO REI*CHICO R,49.36,2025-03-06
Opcionais,2023-07-23,MARIA ZITA DOS SANTOS,21.0,2025-03-06
Alimentação,2023-07-23,MARKET4U*COMPRA*152125,11.55,2025-03-06
Alimentação,2023-07-24,PAG*MERCADOOBAOBA,13.97,2025-03-06
Alimentação,2023-07-24,CORNERSHOP,233.63,2025-03-06
Alimentação,2023-07-25,PAG*MERCADOOBAOBA,7.98,2025-03-06
Utilidade Casa,2023-04-26,AMAZON BR,40.72,2025-03-06
Eletrônico,2023-06-26,SHOPEE*265635469792471,28.81,2025-03-06
Eletrônico,2023-06-26,AMAZON MARKETPLACE,51.5,2025-03-06
Alimentação,2023-06-26,PAG*MERCADOOBAOBA,13.44,2025-03-06
Alimentação,2023-06-27,CORNERSHOP,14.07,2025-03-06
Restaurante,2023-06-27,EVINO,58.18,2025-03-06
Alimentação,2023-06-27,CORNERSHOP,103.01,2025-03-06
Estacionamento,2023-06-28,ESTAPAR*ZAD*SAO*PAULO,6.08,2025-03-06
Restaurante,2023-06-29,IFOOD  *SUSHI POR 099,99.99,2025-03-06
Alimentação,2023-06-29,MERCADOLIVRE*MINIMERCADO,31.4,2025-03-06
Restaurante,2023-06-29,IFOOD  *IFD*SUSHI POR,99.99,2025-03-06
Alimentação,2023-06-29,MARKET4U*COMPRA*146878,4.88,2025-03-06
Restaurante,2023-06-29,IFOOD  *SUSHI POR 099,-99.99,2025-03-06
Alimentação,2023-06-29,MARKET4U*COMPRA*146772,9.78,2025-03-06
Alimentação,2023-06-29,MARKET4U*COMPRA*146775,5.89,2025-03-06
Seguro,2023-01-30,AZUL SEGURO AUTO,232.04,2025-03-06
Alimentação,2023-06-30,MARKET4U*COMPRA*147104,2.39,2025-03-06
Alimentação,2023-06-30,PAG*MERCADOOBAOBA,14.89,2025-03-06
Utilidade Casa,2023-10-22,Brastemp E Rede   10/10,208.9,2025-03-06
Eletrônico,2023-11-26,Kabum             08/10,299.9,2025-03-06
Eletrônico,2023-12-14,Mercadolivre*merca08/10,98.9,2025-03-06
Estacionamento,2023-01-07,Conectcar   *conectcar,100.0,2025-03-06
Eletrônico,2023-06-01,SHOPEE,17.66,2025-03-06
Pet,2023-08-01,PAG*LUIZCARLOSDOS,6.0,2025-03-06
Alimentação,2023-08-01,PAG*FRANCISCOMEKARU,40.0,2025-03-06
Necessários,2023-06-02,SHOPEE,21.78,2025-03-06
Estacionamento,2023-08-01,ESTAPAR*ZAD*SAO*PAULO,12.16,2025-03-06
Produtos Saúde,2023-08-01,DRA CLAUDIA PRECIOSO,1400.0,2025-03-06
Alimentação,2023-08-01,FRAGRANCIA DE CAFE,40.0,2025-03-06
Restaurante,2023-08-01,MARKET4U*COMPRA*154570,6.49,2025-03-06
Restaurante,2023-08-01,FRAGRANCIA DE CAFE,23.0,2025-03-06
Viagem,2023-03-04,AZUL WE*SHYV7MRODRIGU,238.86,2025-03-06
Assinatura,2023-08-01,EC*KASPERSKYBRAZILNEXW,13.31,2025-03-06
Restaurante,2023-08-01,MARKET4U*COMPRA*155178,4.88,2025-03-06
Outros,2023-08-01,ZOOLOGICO,49.8,2025-03-06
Ferramentas,2023-08-01,SHOPEE*165334910988130,11.9,2025-03-06
Alimentação,2023-08-01,MARKET4U*COMPRA*155592,17.18,2025-03-06
Pet,2023-07-08,PAG*RICARDOJAFET,71.98,2025-03-06
Ferramentas,2023-08-01,MERCADOLIVRE*PALACIODASFE,34.74,2025-03-06
Manutenção,2023-08-01,MERCADOLIVRE*HIPERVAREJO,60.16,2025-03-06
Alimentação,2023-08-01,PAG*FRANCISCOMEKARU,20.0,2025-03-06
Alimentação,2023-08-01,MARKET4U*COMPRA*155865,2.29,2025-03-06
Alimentação,2023-08-01,CORNERSHOP,19.9,2025-03-06
Utilidade Casa,2023-03-11,ZELO PLAZA SUL,28.31,2025-03-06
Planos,2023-08-01,RESTAURANTE2,250.4,2025-03-06
Restaurante,2023-08-01,IFD*BR,4.95,2025-03-06
Restaurante,2023-08-01,IFD*CASA DA SOBREMESA  VI,73.6,2025-03-06
Utilidade Casa,2023-08-01,AMAZON.COM.BR,32.19,2025-03-06
Vestimenta,2023-08-01,CR          *CHICO REI,39.93,2025-03-06
Alimentação,2023-08-01,MARKET4U*COMPRA*156550,4.88,2025-03-06
Produtos Saúde,2023-08-01,NATUS OTICA II,159.83,2025-03-06
Eletrônico,2023-03-12,AMAZON BR,114.99,2025-03-06
Planos,2023-03-12,AZUL WE*HCU6VLBRITO,311.8,2025-03-06
Planos,2023-03-12,AZUL WE*WDVIQLBRITO,316.14,2025-03-06
Produtos Saúde,2023-08-01,DROGARIA SAO PAULO,82.31,2025-03-06
Alimentação,2023-08-01,PAO DE ACUCAR 1717 RIC,179.09,2025-03-06
Alimentação,2023-08-01,MARKET4U*COMPRA*156814,9.98,2025-03-06
Restaurante,2023-08-01,STARBUCKS,27.0,2025-03-06
Presentes,2023-08-01,KALUNGA SHOPPING,37.7,2025-03-06
Pet,2023-08-01,COBASI IMIGRANTES,92.57,2025-03-06
Assinatura,2023-08-01,AMAZONPRIMEBR,14.9,2025-03-06
Combustível,2023-08-01,CENTRO A A M LTDA,110.41,2025-03-06
Assinatura,2023-08-01,AMAZONPRIMEBR,-12.52,2025-03-06
Vestimenta,2023-06-13,DL          *SHEINBR,23.32,2025-03-06
Pet,2023-08-01,MERCADOLIVRE*OLISTSERVICO,56.17,2025-03-06
Alimentação,2023-08-01,CORNERSHOP,155.47,2025-03-06
Alimentação,2023-08-01,PAG*MERCADOOBAOBA,21.98,2025-03-06
Utilidade Casa,2023-08-01,ZELO,32.83,2025-03-06
Produtos Saúde,2023-06-15,DROGARIA ONLINE,42.93,2025-03-06
Alimentação,2023-08-01,PAG*FRANCISCOMEKARU,40.0,2025-03-06
Celular,2023-08-01,VIVO EASY,33.0,2025-03-06
Pet,2023-08-01,PAG*LUIZCARLOSDOS,6.0,2025-03-06
Utilidade Casa,2023-08-01,PAG*GLEISERLOMASDOS,16.0,2025-03-06
Alimentação,2023-08-01,MARKET4U*COMPRA*157460,7.19,2025-03-06
Pet,2023-08-01,SHOPEE*170185631981501,28.0,2025-03-06
Assinatura,2023-08-01,GOOGLE STORAGE,9.99,2025-03-06
Restaurante,2023-08-01,MARKET4U*COMPRA*157514,4.98,2025-03-06
Restaurante,2023-08-01,MARKET4U*COMPRA*157696,17.48,2025-03-06
Assinatura,2023-08-01,AMAZONPRIMEBR,119.0,2025-03-06
Alimentação,2023-08-01,PAG*MERCADOOBAOBA,8.42,2025-03-06
Alimentação,2023-08-01,CORNERSHOP,5.76,2025-03-06
Alimentação,2023-08-01,CORNERSHOP,9.4,2025-03-06
Alimentação,2023-08-01,CORNERSHOP,112.78,2025-03-06
Utilidade Casa,2023-08-01,AMAZON.COM.BR,49.89,2025-03-06
Eletrônico,2023-07-18,ALIEXPRESS,32.02,2025-03-06
Restaurante,2023-08-01,IFOOD  *IFD*CASA DA S,45.61,2025-03-06
Internet,2023-08-01,CONTA VIVO,269.6,2025-03-06
Vestimenta,2023-06-19,UA BRASIL,43.69,2025-03-06
Utilidade Casa,2023-06-19,SHOPEE*ELETRON SERVICE,27.83,2025-03-06
Alimentação,2023-08-01,PAG*MERCADOOBAOBA,16.68,2025-03-06
Assinatura,2023-08-01,DL*GOOGLE YOUTUB,20.9,2025-03-06
Alimentação,2023-08-01,PAO DE ACUCAR 1717 RIC,146.78,2025-03-06
Alimentação,2023-08-21,EL FOODS ALIMENTOS LTD,33.8,2025-03-06
Presentes,2023-08-21,MERCADOLIVRE*DELUCAJOIAS,38.01,2025-03-06
Estacionamento,2023-08-21,EXECUTIVO PARK,20.0,2025-03-06
Utilidade Casa,2023-08-21,AMAZON.COM.BR,4.9,2025-03-06
Utilidade Casa,2023-07-22,AMAZON-MARKETPLACE,45.9,2025-03-06
Utilidade Casa,2023-08-22,MERCADOLIVRE*MORINI,31.54,2025-03-06
Alimentação,2023-08-22,CORNERSHOP,16.79,2025-03-06
Alimentação,2023-08-22,CORNERSHOP,229.46,2025-03-06
Restaurante,2023-08-22,IFOOD  *LEBANON MARKE,50.59,2025-03-06
Eletrônico,2023-06-26,SHOPEE*265635469792471,28.81,2025-03-06
Eletrônico,2023-06-26,AMAZON MARKETPLACE,51.5,2025-03-06
Alimentação,2023-07-26,PAG*MERCADOOBAOBA,7.48,2025-03-06
Outros,2023-07-26,ZOOLOGICO,24.9,2025-03-06
Pet,2023-07-26,COBASI IMIGRANTES,23.96,2025-03-06
Estacionamento,2023-07-26,ESTAPAR*ZAD*SAO*PAULO,6.08,2025-03-06
Utilidade Casa,2023-07-26,DAISO BRASIL,30.97,2025-03-06
Restaurante,2023-07-26,BROMELIA GASTRONOMIA,5.0,2025-03-06
Restaurante,2023-07-26,BURGER KING SHOPP,42.7,2025-03-06
Vestimenta,2023-07-26,PAG*RENNER,79.8,2025-03-06
Estacionamento,2023-07-26,ESTAPAR*ZAD*SAO*PAULO,6.08,2025-03-06
Restaurante,2023-07-26,SHOPPING PLAZA SUL,11.4,2025-03-06
Restaurante,2023-06-27,EVINO,58.16,2025-03-06
Restaurante,2023-07-27,PAG*430GRADI,80.08,2025-03-06
Restaurante,2023-07-27,PAG*CERVEJARIAVANBEEN,36.0,2025-03-06
Presentes,2023-07-27,AMAZON.COM.BR,49.99,2025-03-06
Alimentação,2023-07-27,PAG*MERCADOOBAOBA,25.99,2025-03-06
Alimentação,2023-07-28,MARKET4U*COMPRA*153212,10.37,2025-03-06
Manutenção,2023-07-28,AUTOZONE,52.96,2025-03-06
Alimentação,2023-07-29,MARKET4U*COMPRA*153528,7.87,2025-03-06
Planos,2023-07-29,DRIVE SP  AV RICA,63.6,2025-03-06
Estacionamento,2023-07-29,PIT PARK ESTACIONAMENTO,35.0,2025-03-06
Alimentação,2023-07-30,MARKET4U*COMPRA*153659,11.87,2025-03-06
Utilidade Casa,2023-07-31,AMAZON.COM.BR,31.16,2025-03-06
Utilidade Casa,2023-11-26,Kabum             09/10,299.9,2025-03-06
Eletrônico,2023-12-14,Mercadolivre*merca09/10,98.9,2025-03-06
Assinatura,2023-08-24,Anuidade Diferenci01/12,53.0,2025-03-06
Estacionamento,2023-08-26,Conectcar   *conectcar,50.0,2025-03-06
Alimentação,2023-09-01,MARKET4U*COMPRA*161654,15.44,2025-03-06
Alimentação,2023-09-01,MARKET4U*COMPRA*161746,9.6,2025-03-06
Assinatura,2023-09-01,PAG*BASTTERCOM,199.9,2025-03-06
Combustível,2023-09-01,CENTRO A A M LTDA,102.09,2025-03-06
Restaurante,2023-09-01,IFD*MCDONALDS - CURSINOC,35.92,2025-03-06
Produtos Saúde,2023-09-01,DROGARIA SAO PAULO 002,58.99,2025-03-06
Viagem,2023-03-04,AZUL WE*SHYV7MRODRIGU,238.86,2025-03-06
Assinatura,2023-09-01,EC*KASPERSKYBRAZILNEXW,13.31,2025-03-06
Alimentação,2023-09-01,AMAZON.COM.BR,39.11,2025-03-06
Pet,2023-09-01,PAG*LUIZCARLOSDOS,10.0,2025-03-06
Produtos Saúde,2023-09-01,AMAZON.COM.BR,17.35,2025-03-06
Alimentação,2023-09-01,PAG*FRANCISCOMEKARU,40.0,2025-03-06
Alimentação,2023-09-01,MARKET4U*COMPRA*162758,10.81,2025-03-06
Manutenção,2023-09-01,MERCADOLIVRE*HIPERVAREJO,60.14,2025-03-06
Ferramentas,2023-09-01,MERCADOLIVRE*PALACIODASFE,34.72,2025-03-06
Vestimenta,2023-09-01,CENTAURO COM BR,72.05,2025-03-06
Pet,2023-09-01,COBASI IMIGRANTES,106.28,2025-03-06
Restaurante,2023-09-01,ABRAAO DE MORAES,31.8,2025-03-06
Utilidade Casa,2023-09-01,AMAZON BR,45.39,2025-03-06
Pet,2023-09-01,COBASI PET FACIL,100.41,2025-03-06
Alimentação,2023-09-01,"5M COMERCIO ATACADISTA",55.98,2025-03-06
Restaurante,2023-09-01,IFOOD  *IFD*SCALA PIZ,151.99,2025-03-06
Produtos Saúde,2023-09-01,AMAZON BR,22.88,2025-03-06
Restaurante,2023-09-01,IFOOD  *IFD*OSNIR HAM,27.74,2025-03-06
Restaurante,2023-09-01,IFOOD  *IFD*CASA DA S,43.84,2025-03-06
Vestimenta,2023-09-01,CR          *CHICO REI,39.93,2025-03-06
Produtos Saúde,2023-09-01,NATUS OTICA II,159.83,2025-03-06
Eletrônico,2023-03-12,AMAZON BR,114.99,2025-03-06
Planos,2023-03-12,AZUL WE*WDVIQLBRITO,316.14,2025-03-06
Planos,2023-03-12,AZUL WE*HCU6VLBRITO,311.8,2025-03-06
Pet,2023-09-01,COBASI IMIGRANTES,92.55,2025-03-06
Alimentação,2023-09-01,CORNERSHOP,13.73,2025-03-06
Alimentação,2023-09-01,CORNERSHOP,232.2,2025-03-06
Restaurante,2023-09-01,MARKET4U*COMPRA*164282,8.92,2025-03-06
Pet,2023-09-01,MERCADOLIVRE*OLISTSERVICO,56.16,2025-03-06
Eletrônico,2023-09-01,ALIEXPRESS,-62.36,2025-03-06
Alimentação,2023-09-01,MARKET4U*COMPRA*164394,17.84,2025-03-06
Eletrônico,2023-09-01,ALIEXPRESS,62.36,2025-03-06
Assinatura,2023-09-01,DL     *GOOGLE GOOGLE,9.99,2025-03-06
Restaurante,2023-09-01,IFOOD  *IFD*MCDONALDS,61.79,2025-03-06
Alimentação,2023-09-01,MARKET4U*COMPRA*164793,20.32,2025-03-06
Utilidade Casa,2023-09-01,MERCADOLIVRE*MMPLACE,37.06,2025-03-06
Utilidade Casa,2023-09-01,ZELO,32.83,2025-03-06
Eletrônico,2023-09-01,MERCADOLIVRE*MERCADOLIVRE,33.8,2025-03-06
Alimentação,2023-09-01,MERCADO OBA OBA LTDA M,24.59,2025-03-06
Utilidade Casa,2023-09-01,AMAZON BR,42.89,2025-03-06
Internet,2023-09-01,VIVO EASY,33.0,2025-03-06
Restaurante,2023-09-01,IFOOD  *IFD*PIZZA PRI,91.9,2025-03-06
Alimentação,2023-09-01,"5M COMERCIO ATACADISTA",76.85,2025-03-06
Restaurante,2023-09-01,PAG*PLAZASULSHOPPING,96.8,2025-03-06
Restaurante,2023-09-01,VIENA DELICATESSE,15.9,2025-03-06
Assinatura,2023-09-01,DAISO BRASIL,9.99,2025-03-06
Alimentação,2023-09-01,MERCADO OBA OBA LTDA M,18.97,2025-03-06
Produtos Saúde,2023-09-01,DROGARIA SAO PAULO 002,61.96,2025-03-06
Alimentação,2023-09-01,SUPERMERCADO VILA DAS F,232.29,2025-03-06
Alimentação,2023-09-01,NESTLE BRASIL LTDA.,43.5,2025-03-06
Vestimenta,2023-06-19,UA BRASIL,43.69,2025-03-06
Alimentação,2023-09-01,MERCADO OBA OBA LTDA M,10.19,2025-03-06
Pet,2023-09-01,PAG*LUIZCARLOSDOS,6.0,2025-03-06
Assinatura,2023-09-01,DL*GOOGLE YOUTUB,24.9,2025-03-06
Alimentação,2023-09-01,PAG*FRANCISCOMEKARU,40.0,2025-03-06
Internet,2023-09-01,CONTA VIVO,289.6,2025-03-06
Utilidade Casa,2023-09-01,ALIEXPRESS,30.1,2025-03-06
Vestimenta,2023-09-01,MLP*NETSHOES,74.45,2025-03-06
Utilidade Casa,2023-09-01,SHOPEE,34.48,2025-03-06
Alimentação,2023-09-01,MERCADO OBA OBA LTDA M,9.78,2025-03-06
Alimentação,2023-09-01,CORNERSHOP,56.22,2025-03-06
Presentes,2023-09-01,MERCADOLIVRE*DELUCAJOIAS,37.99,2025-03-06
Restaurante,2023-09-01,MARKET4U*COMPRA*166487,8.92,2025-03-06
Alimentação,2023-09-01,MARKET4U*COMPRA*166608,4.25,2025-03-06
Restaurante,2023-09-22,IFOOD  *IFD*CHIQUINHO,10.5,2025-03-06
Alimentação,2023-09-22,MERCADO OBA OBA LTDA M,24.88,2025-03-06
Restaurante,2023-09-22,IFOOD  *IFD*PATTIES V,75.0,2025-03-06
Curso ,2023-08-23,OPENAI,25.95,2025-03-06
Alimentação,2023-08-23,MARKET4U*COMPRA*159253,14.66,2025-03-06
Restaurante,2023-08-23,MARKET4U*COMPRA*159436,8.92,2025-03-06
Curso ,2023-08-23,OPENAI,1.4,2025-03-06
Alimentação,2023-09-23,"5M COMERCIO ATACADISTA",283.33,2025-03-06
Restaurante,2023-09-23,IFOOD  *IFD*SUSHI POR,99.99,2025-03-06
Alimentação,2023-09-23,MERCADO OBA OBA LTDA M,26.96,2025-03-06
Restaurante,2023-08-24,IFOOD  *IFD*ESFIHA IM,58.09,2025-03-06
Curso ,2023-08-25,COURSRA*8YKORZW7PZNYPU,7.98,2025-03-06
Alimentação,2023-08-25,CORNERSHOP,118.55,2025-03-06
Alimentação,2023-08-25,CORNERSHOP,10.33,2025-03-06
Curso ,2023-08-25,COURSRA*8YKORZW7PZNYPU,148.42,2025-03-06
Eletrônico,2023-06-26,AMAZON MARKETPLACE,51.5,2025-03-06
Restaurante,2023-08-26,IFD*CASA DA SOBREMESA  VI,39.83,2025-03-06
Utilidade Casa,2023-08-26,CARREFOUR COM,53.66,2025-03-06
Vestimenta,2023-08-26,CEA SCN 160 ECPC,60.66,2025-03-06
Restaurante,2023-08-26,STARBUCKS,40.5,2025-03-06
Restaurante,2023-06-27,EVINO,58.16,2025-03-06
Eletrônico,2023-08-27,SHOPEE*467074835944788,23.92,2025-03-06
Alimentação,2023-08-27,AMAZON.COM.BR,38.56,2025-03-06
Alimentação,2023-08-27,AMAZON.COM.BR,8.82,2025-03-06
Manutenção,2023-07-28,AUTOZONE,52.96,2025-03-06
Alimentação,2023-08-28,CORNERSHOP,25.24,2025-03-06
Alimentação,2023-08-28,CORNERSHOP,172.66,2025-03-06
Restaurante,2023-08-29,MARKET4U*COMPRA*160753,14.85,2025-03-06
Alimentação,2023-08-30,PAG*MERCADOOBAOBA,7.83,2025-03-06
Planos,2023-08-31,"5M COMERCIO ATACADISTA",308.99,2025-03-06
Planos,2023-08-31,SWIFT,417.6,2025-03-06
Restaurante,2023-08-31,MARKET4U*COMPRA*161364,11.7,2025-03-06
Utilidade Casa,2023-11-26,Kabum             10/10,299.9,2025-03-06
Eletrônico,2023-12-14,Mercadolivre*merca10/10,98.9,2025-03-06
UTILIDADE CASA,2023-10-01,AMAZON MARKETPLACE,54.95,2025-03-06
ALIMENTAÇÃO,2023-10-01,MARKET4U*COMPRA*169401,7.69,2025-03-06
ALIMENTAÇÃO,2023-10-01,MARKET4U*COMPRA*169579,8.92,2025-03-06
Manutenção,2023-10-01,MERCADOLIVRE*3PRODUTOS,134.54,2025-03-06
Manutenção,2023-10-01,MERCADOLIVRE*3PRODUTOS,149.9,2025-03-06
Pet,2023-10-01,PAG*LUIZCARLOSDOS,6.0,2025-03-06
Alimentação,2023-10-01,PAG*FRANCISCOMEKARU,30.0,2025-03-06
Manutenção,2023-10-01,MERCADOLIVRE*MARQUESPECAS,38.32,2025-03-06
Viagem,2023-03-04,AZUL WE*SHYV7MRODRIGU,238.86,2025-03-06
Curso ,2023-10-01,COURSRA*7Z20LY32FNLYZV,262.88,2025-03-06
Curso ,2023-10-01,COURSRA*7Z20LY32FNLYZV,14.14,2025-03-06
Restaurante,2023-10-01,IFOOD  *IFD*PATTIES V,58.99,2025-03-06
ALIMENTAÇÃO,2023-10-01,MARKET4U*COMPRA*170196,4.3,2025-03-06
RESTAURANTE,2023-10-01,VILLENUEVE,50.0,2025-03-06
ELETRÔNICO,2023-10-01,AMAZON BR,39.9,2025-03-06
Restaurante,2023-10-01,MARKET4U*COMPRA*170462,3.66,2025-03-06
Alimentação,2023-10-01,"5M COMERCIO ATACADISTA",46.61,2025-03-06
RESTAURANTE,2023-10-01,OPM OUTLET PREMIUM,31.8,2025-03-06
Combustível,2023-10-01,ECO POSTO BANDEIRANTES,87.52,2025-03-06
Restaurante,2023-10-01,KOP OUTLET PREMIUM ITU,32.13,2025-03-06
Vestimenta,2023-10-01,ADIDAS,80.49,2025-03-06
Restaurante,2023-10-01,LINDT  SPRUNGLI BRAZIL,23.92,2025-03-06
Vestimenta,2023-10-01,FILA ITUPEVA,56.65,2025-03-06
Vestimenta,2023-10-01,LOJA UNDER ARMOUR ITUP,59.49,2025-03-06
Restaurante,2023-10-01,STAR 224 - OUTLET PREM,41.0,2025-03-06
Manutenção,2023-10-01,MERCADOLIVRE*HIPERVAREJO,60.14,2025-03-06
Ferramentas,2023-10-01,MERCADOLIVRE*PALACIODASFE,34.72,2025-03-06
Vestimenta,2023-10-01,CENTAURO COM BR,72.05,2025-03-06
Utilidade Casa,2023-10-01,TELHA NORTE,51.59,2025-03-06
ELETRÔNICO,2023-10-01,SHOPEE,24.93,2025-03-06
ELETRÔNICO,2023-10-01,AMAZON BR,33.58,2025-03-06
Alimentação,2023-10-01,MERCADO OBA OBA LTDA M,10.42,2025-03-06
Alimentação,2023-10-01,MARKET4U*COMPRA*171649,4.3,2025-03-06
Vestimenta,2023-10-01,CR          *CHICO REI,39.93,2025-03-06
Alimentação,2023-10-01,MERCADO OBA OBA LTDA M,30.7,2025-03-06
Restaurante,2023-10-01,IFD*MCDONALDS - CURSINOC,24.84,2025-03-06
Restaurante,2023-10-01,IFD*PATTIES VILA MARIANA,75.0,2025-03-06
Produtos Saúde,2023-10-01,NATUS OTICA II,159.83,2025-03-06
Eletrônico,2023-03-12,AMAZON BR,114.99,2025-03-06
Planos,2023-03-12,AZUL WE*HCU6VLBRITO,311.8,2025-03-06
Planos,2023-03-12,AZUL WE*WDVIQLBRITO,316.14,2025-03-06
Pet,2023-10-01,COBASI IMIGRANTES,92.55,2025-03-06
Alimentação,2023-10-01,MARKET4U*COMPRA*172069,6.92,2025-03-06
Produtos Saúde,2023-10-01,DROGARIA SAO PAULO 002,71.9,2025-03-06
Restaurante,2023-10-01,IFD*SPOLETO - SHOP PLAZA,37.17,2025-03-06
Alimentação,2023-10-01,"5M COMERCIO ATACADISTA",135.66,2025-03-06
Pet,2023-10-01,MERCADOLIVRE*OLISTSERVICO,56.16,2025-03-06
Restaurante,2023-10-01,IFOOD  *IFD*PIZZARIA,71.9,2025-03-06
UTILIDADE CASA,2023-10-01,MERCADOLIVRE*MMPLACE,37.05,2025-03-06
Alimentação,2023-10-01,NESTLE BRASIL LTDA.,36.12,2025-03-06
Alimentação,2023-10-01,PAO DE ACUCAR 1717 RICA,189.11,2025-03-06
Restaurante,2023-10-01,INFINITO OLHAR CAFETER,23.0,2025-03-06
Alimentação,2023-10-01,ADRIANA PAES E DOCES,10.76,2025-03-06
Assinatura,2023-10-01,DL*GOOGLE GOOGLE,9.99,2025-03-06
Alimentação,2023-10-01,MERCADO OBA OBA LTDA M,30.87,2025-03-06
Utilidade Casa,2023-10-01,ZELO,32.83,2025-03-06
Internet,2023-10-01,VIVO EASY,33.0,2025-03-06
ELETRÔNICO,2023-10-01,AMAZON BR,33.9,2025-03-06
ALIMENTAÇÃO,2023-10-01,MARKET4U*COMPRA*172916,28.98,2025-03-06
Ferramentas,2023-10-01,MP*VSRMOTOS,31.54,2025-03-06
Alimentação,2023-10-01,MERCADO OBA OBA LTDA M,33.3,2025-03-06
Produtos Saúde,2023-10-01,DROGARIA SAO PAULO 002,61.96,2025-03-06
Alimentação,2023-10-01,MERCADO OBA OBA LTDA M,8.81,2025-03-06
Pet,2023-10-01,PET LOVE*ORDER10381887,128.44,2025-03-06
Pet,2023-10-01,PAG*LUIZCARLOSDOS,6.0,2025-03-06
Alimentação,2023-10-01,NESTLE BRASIL LTDA.,43.48,2025-03-06
Restaurante,2023-10-01,IFOOD  *IFD*PATTIES V,49.37,2025-03-06
Alimentação,2023-10-01,CORNERSHOP,193.2,2025-03-06
Restaurante,2023-10-01,MARKET4U*COMPRA*173545,4.3,2025-03-06
ELETRÔNICO,2023-10-01,SHOPEE*183567143181331,17.68,2025-03-06
Outros,2023-10-18,CULTS3D.COM,0.29,2025-03-06
Outros,2023-10-18,CULTS3D.COM,5.34,2025-03-06
Alimentação,2023-10-18,CORNERSHOP,3.67,2025-03-06
Vestimenta,2023-06-19,UA BRASIL,43.69,2025-03-06
Assinatura,2023-10-19,DL*GOOGLE YOUTUB,24.9,2025-03-06
Alimentação,2023-10-19,PAG*MERCADOOBAOBA,8.89,2025-03-06
Curso ,2023-10-19,DATACAMP INC.,16.85,2025-03-06
Curso ,2023-10-19,DATACAMP INC.,313.23,2025-03-06
Vestimenta,2023-09-20,MLP*NETSHOES,74.44,2025-03-06
ELETRÔNICO,2023-09-20,SHOPEE,34.46,2025-03-06
Utilidade Casa,2023-09-20,ALIEXPRESS,30.1,2025-03-06
RESTAURANTE,2023-10-20,MERCADO OBA OBA LTDA M,12.41,2025-03-06
Restaurante,2023-10-20,IFOOD  *IFD*ESFIHA IM,64.49,2025-03-06
Presentes,2023-08-21,MERCADOLIVRE*DELUCAJOIAS,37.99,2025-03-06
Utilidade Casa,2023-10-21,LOJAO DE VARIEDAD,30.0,2025-03-06
Utilidade Casa,2023-10-21,LOJAO DE VARIEDAD,40.5,2025-03-06
Restaurante,2023-10-22,IFOOD  *IFD*MAX DOG H,26.99,2025-03-06
Alimentação,2023-10-23,MERCADO OBA OBA LTDA M,24.68,2025-03-06
ALIMENTAÇÃO,2023-10-23,PAG*MARKET4U,4.31,2025-03-06
Outros,2023-09-24,STEAMGAMES.COM 4259522985,42.57,2025-03-06
Restaurante,2023-09-24,IFD*MCDONALDS - CURSINOC,32.92,2025-03-06
Outros,2023-09-24,STEAMGAMES.COM 4259522985,2.29,2025-03-06
Restaurante,2023-09-24,IFD*MCDONALDS - CURSINOC,-15.9,2025-03-06
Alimentação,2023-10-24,CORNERSHOP,115.06,2025-03-06
Alimentação,2023-10-24,PAG*FRANCISCOMEKARU,40.0,2025-03-06
Internet,2023-10-24,CONTA VIVO,289.6,2025-03-06
Alimentação,2023-10-24,COPA RIO ACOUGUE,67.96,2025-03-06
Restaurante,2023-10-24,PAG*MARKET4U,6.92,2025-03-06
Alimentação,2023-10-24,CORNERSHOP,4.88,2025-03-06
ALIMENTAÇÃO,2023-10-24,PAG*GLEISERLOMASDOS,16.0,2025-03-06
Alimentação,2023-09-25,CORNERSHOP,127.62,2025-03-06
Alimentação,2023-09-25,CORNERSHOP,1.85,2025-03-06
Alimentação,2023-09-25,MERCADO OBA OBA LTDA M,11.73,2025-03-06
ALIMENTAÇÃO,2023-10-25,PAG*MARKET4U,4.31,2025-03-06
Alimentação,2023-10-25,MERCADO OBA OBA LTDA M,11.15,2025-03-06
